pageid	title	user	date	date_kind	category
43297670	File:Images757084 IMG 2236.jpg	Bienkhachthanhchu	2015-09-16	taken	Category:Lê Lợi
88723339	File:Vinh tomb temple.jpg	Zhu Zi Ling	2020-03-27	taken	Category:Lê Lợi
157612804	File:還劍湖傳說傀儡戲偶（黎朝皇帝）.jpg	氏子	2025-01-05 14:11:30	taken	Category:Lê Lợi
179307920	File:A painting depicting Lê Lợi's victory over Liễu Thăng.jpg	unknown author, collected by the Institute of Social Sciences Information, Vietnam (see [1])	"before 1945<div style=""display: none;"">d"	taken	Category:Lê Lợi
9098165	File:Vu Khoan.jpg	State of Washington	2010-01-28T03:27:13Z	uploaded	Category:Vũ Khoan
9098309	File:Vu Khoan 2005.jpg	Department of Commerce	2005-06-21	taken	Category:Vũ Khoan
11234718	File:Ngo Bau Chau MFO.jpg	Oberwolfach Photo Collection	2007	taken	Category:Ngô Bảo Châu
62470847	File:Ngô Bảo Châu.jpg	Vũ Tiến Lâm	2017-09-16	taken	Category:Ngô Bảo Châu
18548719	File:Nguyễn Vũ Hà Anh 1.jpg	yunguyen666	2009-08-10 16:55:47	taken	Category:Vũ Nguyễn Hà Anh
18548737	File:Nguyễn Vũ Hà Anh 2.jpg	yunguyen666	2009-08-10 16:59:48	taken	Category:Vũ Nguyễn Hà Anh
18548760	File:Vũ Nguyễn Hà Anh 3.jpg	yunguyen666	2009-08-25 09:36:07	taken	Category:Vũ Nguyễn Hà Anh
18548776	File:Nguyễn Vũ Hà Anh 3.jpg	yunguyen666	2009-08-10 16:47:03	taken	Category:Vũ Nguyễn Hà Anh
18548787	File:Vũ Nguyễn Hà Anh 1.jpg	yunguyen666	2009-08-25 09:25:04	taken	Category:Vũ Nguyễn Hà Anh
18548795	File:Vũ Nguyễn Hà Anh 2.jpg	yunguyen666	2009-09-12 13:53:39	taken	Category:Vũ Nguyễn Hà Anh
18548805	File:Hà Anh & Elizabeth.jpg	yunguyen666	2009-09-12 13:13:48	taken	Category:Vũ Nguyễn Hà Anh
18548811	File:Nguyễn Vũ Hà Anh 4.jpg	yunguyen666	2009-08-10 18:53:08	taken	Category:Vũ Nguyễn Hà Anh
18548827	File:Nguyễn Vũ Hà Anh 5.jpg	yunguyen666	2009-08-10 18:07:53	taken	Category:Vũ Nguyễn Hà Anh
18548911	File:Vũ Nguyễn Hà Anh 4.jpg	yunguyen666	2009-09-12 13:53:39	taken	Category:Vũ Nguyễn Hà Anh
18579913	File:Nguyễn Vũ Hà Anh 2 - FIXED.jpg	yunguyen666	2009-08-10 16:59	taken	Category:Vũ Nguyễn Hà Anh
19076540	File:HaAnhsigning.JPG	CUR	2012-04-05	taken	Category:Vũ Nguyễn Hà Anh
59919016	File:Nguyễn Vũ Hà Anh 3 (cropped).jpg	yunguyen666	2009-08-10 16:47:03	taken	Category:Vũ Nguyễn Hà Anh
168726864	File:Vũ Hà Anh.jpg	georgereyes	2006-11-16 10:31:27	taken	Category:Vũ Nguyễn Hà Anh
171455645	File:Vũ Hà Anh 2010.jpg	yunguyen666	2010-05-21 12:23:34	taken	Category:Vũ Nguyễn Hà Anh
5116460	File:GYO 1301.jpg	Nguyen Hung Vu	2008-09-20 13:54:23	taken	Category:Mai Phương Thúy
5125841	File:Mai Phuong Thuy Vietnam Festival 2008 in Japan.jpg	Nguyen.Vu.Hung	2008-09-21	taken	Category:Mai Phương Thúy
11235807	File:Missvietnam2006.jpg	hqhuyanh	2009-03-01	taken	Category:Mai Phương Thúy
11735569	File:3 Miss Vietnam.jpg	By hqhuyanh	This photo was taken on March 1, 2009 us	taken	Category:Mai Phương Thúy
21101846	File:Miss Vietnam 2006 Mai Phuong Thuy.jpg	Huy Anh	2009-03-01 17:11:01	taken	Category:Mai Phương Thúy
21121095	File:Miss Vietnam 2006 Thanh, Thuy and Thu.jpg	Huy Anh	2009-03-01 15:07:50	taken	Category:Mai Phương Thúy
21121180	File:Miss Vietnam - Phuong Thuy 2.jpg	Huy Anh	2009-03-01 15:52:38	taken	Category:Mai Phương Thúy
21121268	File:Mai Phuong Thuy Miss Vietnam 2006.jpg	Thang Nguyen	2006-05-20 08:52:48	taken	Category:Mai Phương Thúy
21121325	File:DSC01589 Miss Vietnam 2006 Mai Phuong Thuy.jpg	Thang Nguyen	2006-10-08 15:21:44	taken	Category:Mai Phương Thúy
21121357	File:Miss Vietnam 2006 Mai Phuong Thuy 70025.jpg	Thang Nguyen	2006-10-08 15:19:35	taken	Category:Mai Phương Thúy
21121410	File:Miss Vietnam Mai Phuong Thuy and BeGiang104.jpg	Thang Nguyen	Taken on 24 May 2006, 12:05:56	taken	Category:Mai Phương Thúy
21126943	File:Miss Vietnam 2006 - Mai Phuong Thuy.jpg	Huy Anh	2009-03-01 16:24:17	taken	Category:Mai Phương Thúy
29661874	File:Mai Phuong Thuy 16 November 2013.jpg	Banhtrung1	Taken on 16 November 2013, 15:34:41	taken	Category:Mai Phương Thúy
124235190	File:20090626 Thiên Lý, Mai Phương Thúy.jpg	yunguyen666	2009-06-26 17:49:15	taken	Category:Mai Phương Thúy
131569662	File:Mai Phuong Thuy Vietnam Festival 2008 in Japan (cropped).jpg	Nguyen.Vu.Hung	2008-09-21	taken	Category:Mai Phương Thúy
131569686	File:Missvietnam2006 (cropped).jpg	hqhuyanh	2009-03-01	taken	Category:Mai Phương Thúy
153286665	File:Mai Phương Thúy trong áo hồng.jpg	Thang Nguyen	2006-10-08 15:19:35	taken	Category:Mai Phương Thúy
154005062	File:MAI PHƯƠNG THÚY.jpg	CereWhite	2020-09-16	taken	Category:Mai Phương Thúy
64088101	File:Lâm-thời Liên-hiệp Chính-phủ Việt-nam Dân-chủ Cộng-hòa ra mắt Quốc-hội ngày 02 tháng 03 năm 1946.jpg	Musée Annam	1946-03-02	taken	Category:Nhất Linh
106456769	File:Ký trình (Lý Đông A) t2.png	Thái-dịch Lý Đông-a	2021-06-01	taken	Category:Nhất Linh
106456770	File:Ký trình (Lý Đông A) t1.png	Thái-dịch Lý Đông-a	2021-06-01	taken	Category:Nhất Linh
120457870	File:Các chính khách Việt Nam tham dự Hội nghị Hương Cảng, chụp hình tại Văn phòng Bảo Đại.jpg	Nguyễn Khắc Ngữ	1947	taken	Category:Nhất Linh
120459258	File:AP0853-Sogny-Marien - Hong Kong, 1947 – Bao Dai reçoit les délégués du Viêt Nam Cựu hoàng Bảo Đại và Nam Phương Hoàng hậu cùng các chính khách tại Hội nghị Hương Cảng 1947.jpg	Sogny-Marien	1947	taken	Category:Nhất Linh
120492701	File:Hội Nghị Đà Lạt.jpg	unknown	1946	taken	Category:Nhất Linh
120492824	File:Hội Nghị Đà Lạt (cropped).jpg	unknown	1946	taken	Category:Nhất Linh
123077603	File:Nhất Linh Nguyễn Tường Tam in Shanghai, 1942.jpg	Nhất Linh Nguyễn Tường Tam	1942-04-20	taken	Category:Nhất Linh
125479716	File:Vietnamese politicians in Shanghai, 1947.jpg	Nguyễn Tường Thiết	1947	taken	Category:Nhất Linh
125485421	File:Các chính khách Việt Nam lưu vong chụp hình chung với cựu hoàng Bảo Đại và Nam Phương hoàng hậu tại Hồng Kông năm 1947.jpg	Unknown authorUnknown author	1947	taken	Category:Nhất Linh
125600441	File:Portrait of Nhất Linh Nguyễn Tường Tam.jpg	Atelier	"between 1942 and 1945<div style=""display"	taken	Category:Nhất Linh
125600450	File:Portrait of Nhất Linh Nguyễn Tường Tam (cropped).jpg	Atelier	"between 1942 and 1945<div style=""display"	taken	Category:Nhất Linh
138550417	File:Montpellier, 1928. Nguyễn Văn Huyên avec Nguyễn Mạnh Tường, Nguyễn Tường Tam, Nguyễn Văn Hưởng et Phạm Trinh Mẫn.jpg	Unknown photographer	Taken in 1928	taken	Category:Nhất Linh
165838014	File:Các nhà cách mạng quốc gia, Thượng Hải 1947.jpg	Unknown authorUnknown author	1947	taken	Category:Nhất Linh
7173640	File:Sakurai Yoshiko.jpg	Joi Ito	2003-08-22	taken	Category:Yoshiko Sakurai
24360012	File:Kanae Doi and Yoshiko Sakurai.jpg	Joi	2008-01-23 18:41:34	taken	Category:Yoshiko Sakurai
43159123	File:Yoshiko Sakurai 20150710 3.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
43159271	File:Yoshiko Sakurai 20150710 2.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
43159367	File:Yoshiko Sakurai 20150710 1.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
43159424	File:Yoshiko Sakurai cropped 1 Yoshiko Sakurai 20150710 1.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
43159437	File:Yoshiko Sakurai cropped 2 Yoshiko Sakurai 20150710 1.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
43159447	File:Yoshiko Sakurai cropped 3 Yoshiko Sakurai 20150710 1.jpg	Joi Ito	2015-07-10	taken	Category:Yoshiko Sakurai
169310370	File:Yoshiko Sakurai 20190611 JMSDF Staff College.jpg	海上自衛隊幹部学校	2019-06-11	taken	Category:Yoshiko Sakurai
30272833	File:Nha tho Duong Quan.jpg	民爲貴	2013-12-12 21:02:43	taken	Category:Bùi Xuân Phái
64692653	File:Hanoï 1946, Bui-xuan-Phai.jpg	Musée Annam	2017-12-09	taken	Category:Bùi Xuân Phái
185926475	File:Walk along Trần Duy Hưng Street 11-03-2026 E03.jpg	Baophucminh53G	2026-03-11 17:31:41	taken	Category:Bùi Xuân Phái
33033396	File:Đặng Thị Huệ và Trịnh Cán.png	Trịnh Như Tấu	1933	taken	Category:Đặng Thị Huệ
44706375	File:Dao Si Chu's portrait.JPG	Vietcuongdao	2015-11-02 13:36:53	taken	Category:Đào Sĩ Chu
44707849	File:Mme DSChu oil canvas 46x38.JPG	Vietcuongdao	2015-07-28 10:46:41	taken	Category:Đào Sĩ Chu
44812021	File:Thủ Đức landscape oil copy of USIS Calendar 1959.JPG	Vietcuongdao	2015-11-06 08:12:05	taken	Category:Đào Sĩ Chu
45413714	File:Đào Sĩ Chu Sàigòn 1955.JPG	Vietcuongdao	2015-12-03 15:19:35	taken	Category:Đào Sĩ Chu
45413715	File:Ngã Sáu Sàigòn màu nước trên bìa cứng 24x32 1955.JPG	Vietcuongdao	2015-07-30 16:12:58	taken	Category:Đào Sĩ Chu
45413716	File:Chân dung người mẫu Phấn sơn dầu trên ván ép 46x38.JPG	Vietcuongdao	2015-12-04	taken	Category:Đào Sĩ Chu
45413717	File:Chân dung người mẫu Dung đang buồn khóc sơn dầu trên ván ép 46x38.JPG	Vietcuongdao	2015-12-04	taken	Category:Đào Sĩ Chu
45578736	File:Jeune fille souriante.JPG	Vietcuongdao	dans l'année 1973	taken	Category:Đào Sĩ Chu
45578737	File:Jeune fille et bouquet de fleurs.JPG	Vietcuongdao	années 1960s	taken	Category:Đào Sĩ Chu
46646731	File:Fm left to right Á Nam Trần Tuấn Khải (famous poet), Tú Duyên, Đào Sĩ Chu. Photo from ĐSChu's family collection.JPG	Vietcuongdao	2016-01-17 10:55:49	taken	Category:Đào Sĩ Chu
46664247	File:Mme Đào Sĩ Chu Photo from the original painting of family's collection.JPG	Vietcuongdao	2015-12-24 13:28:30	taken	Category:Đào Sĩ Chu
46673139	File:Sketch of Young girl feeding chicken pencil paper 16x21.JPG	Vietcuongdao	2015-12-24 13:35:42	taken	Category:Đào Sĩ Chu
46673149	File:Sketch of niece Mai pencil paper 16x21.JPG	Vietcuongdao	2015-12-24 13:33:44	taken	Category:Đào Sĩ Chu
48614792	File:Đào Sĩ Chu, 1952.JPG	Vietcuongdao	2016-05-07 15:15:10	taken	Category:Đào Sĩ Chu
48654802	File:Bé gái cho gà ăn, 46x38.JPG	Vietcuongdao	2016-05-07 15:28:04	taken	Category:Đào Sĩ Chu
48654997	File:Trẻ em 46x58.JPG	Vietcuongdao	2015-07-29 15:04:51	taken	Category:Đào Sĩ Chu
48984869	File:Lịch triều hiến chương (bìa 1972).jpg	Vietcuongdao	2015-05-24 15:30:36	taken	Category:Đào Sĩ Chu
48984889	File:Lich triều hiến chương 1972.jpg	Vietcuongdao	2015-05-24 15:30:59	taken	Category:Đào Sĩ Chu
48984912	File:Lịch triều hiến chương 1973.jpg	Vietcuongdao	2015-05-24 15:32:28	taken	Category:Đào Sĩ Chu
49437310	File:Chọi gà, dầu trên lụa 46x38, 1968.jpg	Vietcuongdao	2016-05-07 15:32:14	taken	Category:Đào Sĩ Chu
49437556	File:Twilight landscape.jpg	Vietcuongdao	2016-06-12 10:34:38	taken	Category:Đào Sĩ Chu
53788141	File:Pathe PA2856 Phụ Nữ Việt Nam.jpg	Vietcuongdao	2016-04-12 10:01:33	taken	Category:Đào Sĩ Chu
55269203	File:Tableau Hà et l'Écriture Luo.jpg	Vietcuongdao	2016-01-23 16:14:50	taken	Category:Đào Sĩ Chu
55292656	File:Ancient Pre Ba Gua de Fuxi et Post Ba Gua de Wu Wang.jpg	Vietcuongdao	2016-01-24 07:53:59	taken	Category:Đào Sĩ Chu
55293123	File:Pre Ba Gua de Fuxi et Post Ba Gua de Wu Wang (améliorés par Đảo Sĩ Chu).png	Vietcuongdao	1971-10-10	taken	Category:Đào Sĩ Chu
55295338	File:Tableau des signes Ba Gua.jpg	Vietcuongdao	2016-01-24 09:54:59	taken	Category:Đào Sĩ Chu
55301395	File:Extract du manuscrit des Études d'Horoscope et Yi King.png	Vietcuongdao	2017-01-24	taken	Category:Đào Sĩ Chu
83411972	File:Xich lô Saigon55.jpg	Vietcuongdao	2019-10-26 16:32:58	taken	Category:Đào Sĩ Chu
86431768	File:Áo bà ba 1955.jpg	Vietcuongdao	2020-01-30 13:09:44	taken	Category:Đào Sĩ Chu
86431793	File:Áo bà ba.png	Vietcuongdao	2020-01-30	taken	Category:Đào Sĩ Chu
86431805	File:Áo dài 1950.jpg	Vietcuongdao	2020-01-30 10:09:28	taken	Category:Đào Sĩ Chu
86451477	File:Áo dài Saigon 1960.jpg	Vietcuongdao	2020-01-31 08:39:52	taken	Category:Đào Sĩ Chu
86451499	File:Áo dài, Saigonese fashion 1960.jpg	Vietcuongdao	2020-01-31 08:39:15	taken	Category:Đào Sĩ Chu
86461463	File:Nón lá & Áo dài.png	Vietcuongdao	2020-01-31	taken	Category:Đào Sĩ Chu
100852787	File:Thac Pongour.jpg	Vietcuongdao	2021-03-03	taken	Category:Đào Sĩ Chu
100853186	File:Lake of Sighs (Hô Than Thở).jpg	Vietcuongdao	2021-03-03	taken	Category:Đào Sĩ Chu
100853457	File:Dam of Suối Vàng.jpg	Vietcuongdao	2021-03-03	taken	Category:Đào Sĩ Chu
100856645	File:Bút tích thơ nữ sỉ.jpg	Vietcuongdao	2021-03-03	taken	Category:Đào Sĩ Chu
187855658	File:Floraison d'abrasins (fleurs femelles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b101199033 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187855682	File:Floraison d'abrasins (fleurs femelles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b101199033 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187897885	File:Jeune plantation d'abrasins avec couverture de Tithonia sp. (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201646 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187897906	File:Jeune plantation d'abrasins avec couverture de Tithonia sp. (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201646 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187899095	File:Elevage de chevaux (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201663 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187899113	File:Elevage de chevaux (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201663 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187920073	File:Poivriers. Plantation sous mûrier avec mulch de Tithonia (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101198475 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187924212	File:Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187924229	File:Blé de Chine (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119947j (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187973850	File:Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187973873	File:Abrasins. Fructification en grappe caractéristique (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120163r (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187973921	File:Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187973942	File:Maison des employés indochinois (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120170t (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187992182	File:Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
187992203	File:Theiers grainiers de race Shan Pakha (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120167j (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188026375	File:Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188026390	File:Ramie de Bauméthuot (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201752 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188026406	File:Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188026425	File:Maison du chef de station et pêchers (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120172q (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188045130	File:Culture en haie. Theiers issus de semis (2 ans) (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188045155	File:Culture en haie. Theiers issus de semis (2 ans) (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201680 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188097379	File:Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188097402	File:Pépinière de boutures de feuilles de théier (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120169f (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188097419	File:Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188097438	File:Orangers. Plantation de plateau (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b10120176h (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188119117	File:Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188119158	File:Jeune plantation d'abrasins sur ray avec bâtiments de l'huilerie (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10120165n (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188162335	File:Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188162366	File:Floraison d'abrasins (fleurs mâles) (Centre de recherches scientifiques et techniques, station de Xiengkhouang, Laos) - Vo An Ninh ; René Schneyder - btv1b10119902n (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188164517	File:Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718 (1 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
188164529	File:Maison des passagers (Centre de recherches scientifiques et techniques, station de Blao, Haut Donnaï (Annam)) - Vo An Ninh ; René Schneyder - btv1b101201718 (2 of 2).jpg	Vo An Ninh. Photographe	"20<sup>th</sup> century<div style=""displ"	taken	Category:Võ An Ninh
20866111	File:VanTienDung1954.jpg	Unknown authorUnknown author	1954-05-19	taken	Category:Văn Tiến Dũng
46353729	File:Hinh ong 2.jpg	Xuân Dũng Bùi	2016-01-05 11:16:41	taken	Category:Văn Tiến Dũng
50670898	File:Van Tien Dung 1954.jpg	Unknown author from LIFE	1954	taken	Category:Văn Tiến Dũng
44735606	File:Tượng Đại thi hào Nguyễn Du.jpg	Long Phan ZZZ	2015-10-28	taken	Category:Nguyễn Du
45193019	File:Tượng đài cụ Nguyễn Du.jpg	Vienvo03	2015-11-23	taken	Category:Nguyễn Du
110034056	File:Seal of Nguyễn Du (阮攸) from a book cover - Nhân Dân.png	Nguyễn Du (阮攸).	Sometime between 3 January 1766 – 16 Sep	taken	Category:Nguyễn Du
120488591	File:Từ đường cụ Nguyễn Du.jpg	Nam Phong Tạp Chí	1929	taken	Category:Nguyễn Du
125684256	File:Map of Mr. Nguyễn Du's native place.jpg	"Lê Thước (author of the book)
Phan Sĩ Bàng (author of the book)"	2022-11-19 23:19:06	taken	Category:Nguyễn Du
125684325	File:Tomb of Nguyễn Du and students from Vinh Middle School.jpg	"Lê Thước (author of the book)
Phan Sĩ Bàng (author of the book)"	1924	taken	Category:Nguyễn Du
125684467	File:Nhà thờ cụ Nguyễn Du.jpg	"Lê Thước (author of the book)
Phan Sĩ Bàng (author of the book)"	1924	taken	Category:Nguyễn Du
11231027	File:Hoa hau VN 2010.jpg	hqhuyanh	2008-08-28	taken	Category:Đặng Thị Ngọc Hân
21041634	File:Ngoc Han.jpg	Huy Anh	2008-08-28 13:55:14	taken	Category:Đặng Thị Ngọc Hân
57026135	File:Hoa hau VN 2010 (cropped).jpg	hqhuyanh	2008-08-28	taken	Category:Đặng Thị Ngọc Hân
6823817	File:Phamduy.jpg	Xiaoao	2008-11	taken	Category:Phạm Duy
6824107	File:Phamduydan.jpg	Xiaoao	2009-05-20T11:59:24Z	uploaded	Category:Phạm Duy
119316067	File:Vietnamese folk singer Pham Duy performing at the 1966 Florida Folk Festival - White Springs, Florida.jpg	the 1966 Florida Folk Festival	1966-05-06	taken	Category:Phạm Duy
121254287	File:Pham Duy 1937.jpg	Pham Duy	1937	taken	Category:Phạm Duy
121254343	File:Nhạc sĩ Phạm Duy tại Bình Trị Thiên năm 1948.jpg	Pham Duy	1948	taken	Category:Phạm Duy
121254573	File:Pham Duy as a teenager.jpg	Pham Duy	Unknown, probably 1930s or early 1940s	taken	Category:Phạm Duy
131442432	File:VA066424 Photograph Singing at Lansdale Villa, 1965.jpg	Rufus Phillips	Taken in 1965	taken	Category:Phạm Duy
132061198	File:Portrait of Pham Duy.jpg	U.S. Army Language School	2023-05-18T07:33:58Z	uploaded	Category:Phạm Duy
140720412	File:Musician Phạm Duy and singer Thái Hằng, 1949.jpg	Unknown photographer	Taken in 1949	taken	Category:Phạm Duy
144500617	File:Bùi Công Kỳ and Phạm Duy, 1946.jpg	Unknown photographer	Taken in 1946	taken	Category:Phạm Duy
168079885	File:Musician Phạm Duy and singer Thái Hằng, Thanh Hóa 1949.jpg	Unknown authorUnknown author	1949	taken	Category:Phạm Duy
148593548	File:Mr Văn Cao at 23 or 24 years old.jpg	Unknown photographer	circa 1946-1947	taken	Category:Văn Cao
148593701	File:Musician Văn Cao.jpg	Unknown photographer	circa 1946-1947	taken	Category:Văn Cao
13469920	File:Signature of 1883 Treaty of Hue.jpg	Unknown authorUnknown author	1887	taken	Category:Nguyễn Tuyên
25736763	File:Annamese officer Nguyen Van Tuyen.png	Revolution will	before 1902	taken	Category:Nguyễn Tuyên
32943138	File:Annamese officer Nguyen Trong Hiep.jpg	Paul Dujardin	published in 1903	taken	Category:Nguyễn Tuyên
56774431	File:Official Nguyen-Tuyen.jpg	Unserefahne	2011-01-13 14:39:10	taken	Category:Nguyễn Tuyên
82815564	File:Tonkin – résidence de France 1897.jpg	André Salles	1897	taken	Category:Nguyễn Tuyên
