pageid	title	user	date	date_kind	lon	lat	method	resolved	osm_kind
197217571	File:Văn Miếu – Quốc Tử Giám (18).jpg	Chuhai07	2026-08-11 11:33:20	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217577	File:Văn Miếu – Quốc Tử Giám (19).jpg	Chuhai07	2026-08-11 11:34:36	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217579	File:Văn Miếu – Quốc Tử Giám (20).jpg	Chuhai07	2026-08-11 11:34:37	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217580	File:Văn Miếu – Quốc Tử Giám (21).jpg	Chuhai07	2026-08-11 11:34:38	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217581	File:Văn Miếu – Quốc Tử Giám (22).jpg	Chuhai07	2026-08-11 11:37:42	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
197217584	File:Văn Miếu – Quốc Tử Giám (23).jpg	Chuhai07	2026-08-11 11:37:43	taken	105.835953	21.028790	title	Văn Miếu - Quốc Tử Giám, Phường Văn Miếu - Quốc Tử Giám, Thành phố Hà Nội, 11508, Việt Nam	landuse/religious
113103882	File:Công viên Cầu Giấy.jpg	Tttrung	2021-12-06	taken	105.790865	21.028101	title	Công viên Cầu Giấy, Phường Cầu Giấy, Thành phố Hà Nội, 11314, Việt Nam	leisure/park
105604527	File:Hồ Tây, Hà Nội.png	Chris Lewis	2019-07-20	taken	105.813965	21.058042	title	Hồ Tây, Thành phố Hà Nội, 11214, Việt Nam	water/lake
3002124	File:Dong Xuan market.jpg	Juliana Ng from Singapore	2007-02-17 16:22	taken	105.849671	21.038256	title	Chợ Đồng Xuân, Ngõ Hàng Khoai 1, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Vi	amenity/marketplace
5604902	File:Cho Dong Xuan.jpg	yuht-a	2008-12-31T00:19:52Z	uploaded	105.849671	21.038256	title	Chợ Đồng Xuân, Phố Nguyễn Thiện Thuật, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 110	amenity/marketplace
5753420	File:Hanoi cho dong xuan.jpg	ntt	2002-10-03	taken	105.849671	21.038256	title	Chợ Đồng Xuân, Phố Cầu Đông, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Việt N	amenity/marketplace
6004551	File:Đồng Xuân Market.jpg	Everjean	2006-11-09 11:19:52	taken	105.849671	21.038256	title	Chợ Đồng Xuân, Phố Cầu Đông, Khu phố cổ, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Việt N	amenity/marketplace
10907734	File:Trung Liệt miếu.JPG	Nguyễn Thanh Quang	2009-06-06	taken	105.824783	21.011871	title	Miếu Trung Liệt, Ngõ 136 Phố Tây Sơn, Nam Đồng, Phường Đống Đa, Thành phố Hà Nội, 11527, V	historic/monument
26551070	File:Phủ Tây Hồ.jpg	Bùi Thụy Đào Nguyên	2013-05-28 11:21:08	taken	105.819642	21.055728	title	Phủ Tây Hồ, 52, Ngõ 50 Phố Đặng Thai Mai, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam	amenity/place_of_worship
16923424	File:Hoe Nhai pagoda.jpg	Viethavvh at vi.wikipedia	7 December 2007 (original upload date)	taken	105.847454	21.042450	title	Chùa Hoè Nhai, 19, Phố Hàng Than, Hoè Nhai, Phường Ba Đình, Thành phố Hà Nội, 11120, Việt 	amenity/place_of_worship
6968775	File:Hồ Giảng Võ.JPG	Nguyễn Thanh Quang	2009-06-06 17:00:07	taken	105.819534	21.028221	title	Hồ Giảng Võ, Phường Giảng Võ, Thành phố Hà Nội, 11110, Việt Nam	water/lake
5740285	File:Ho hoan kiem.jpg	ntt	2006-08-14	taken	105.852536	21.028831	title	Hồ Hoàn Kiếm, Phường Hoàn Kiếm, Thành phố Hà Nội, 11024, Việt Nam	water/lake
48607124	File:Chùa Trấn Quốc (Hà Nội).jpg	Bùi Thụy Đào Nguyên	2016-04-11 18:48:27	taken	105.836838	21.047884	title	Chùa Trấn Quốc, Đường Thanh Niên, Yên Phụ, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Na	amenity/place_of_worship
98521935	File:Thư viện Tạ Quang Bửu .jpg	Dungnhincainay	2021-01-04	taken	105.844137	21.004480	title	Thư viện Tạ Quang Bửu, Phố Trần Đại Nghĩa, Bách Kinh Xây, Phường Bạch Mai, Thành phố Hà Nộ	amenity/library
115290817	File:Nhạc viện.jpg	TranHieu0706	2022-02-16	taken	105.826066	21.022812	title	Học viện Âm nhạc Quốc gia Việt Nam, 77, Phố Hào Nam, Hào Nam, Phường Ô Chợ Dừa, Thành phố 	amenity/university
16976918	File:Đại chủng viện thánh giuse Hà Nội.JPG	Hoanghatruonggiang at vi.wikipedia	25 September 2008 (original upload date)	taken	105.848482	21.027784	title	Đại Chủng viện thánh Giuse Hà Nội, Phố Ấu Triệu, Khu phố cổ, Phường Hoàn Kiếm, Thành phố H	amenity/college
